[t=1] fb0 -0.402059 -1.64232
[t=1] fb1 -1.13144 0.0915455
[t=1] fb2 1.19656 1.27984
[t=1] fb3 1.09692 -0.25993
[t=1] fb4 -1.68906 1.13067
[t=1] fb5 0.619216 -0.439386
[t=1] fb6 -1.53789 -0.341133
[t=1] fb7 -0.862676 -0.226326
[t=1] fb8 0.245428 -1.33382
[t=1] fb9 0.665892 0.5196
[t=1] fb10 -0.432247 -0.739603
[t=1] fb11 0.548254 -0.0781083
[t=1] fb12 0.503026 -0.802951
[t=1] fb13 0.0613387 1.54138
[t=1] fb14 -0.177242 0.156996
[t=1] fb15 0.70985 -1.46287
[t=1] fb16 1.5661 -0.481535
[t=1] fb17 -0.763763 0.369135
[t=1] fb18 -0.848288 -1.60253
[t=1] fb19 -0.0809245 -1.30064
[t=2] fb0 -0.38879014418544 -1.6729634391054
[t=2] fb1 -1.1068215421384 0.11410684808362
[t=2] fb2 1.170379379647 1.3005681936687
[t=2] fb3 1.0635277625375 -0.26013340128201
[t=2] fb4 -1.7197057544909 1.1174064926766
[t=2] fb5 0.65199477995169 -0.44576051799854
[t=2] fb6 -1.55252689348 -0.37114706743664
[t=2] fb7 -0.89172329032167 -0.20985366501665
[t=2] fb8 0.27630434182727 -1.346537484429
[t=2] fb9 0.68219091287111 0.54874495383518
[t=2] fb10 -0.45622769431339 -0.71636490207692
[t=2] fb11 0.56348099002898 -0.10782734556833
[t=2] fb12 0.46990034132579 -0.80716687858395
[t=2] fb13 0.057624600488233 1.5745656649723
[t=2] fb14 -0.19452993174815 0.18556539465068
[t=2] fb15 0.6969086729143 -1.4320868073765
[t=2] fb16 1.5819325965602 -0.45213411938399
[t=2] fb17 -0.79528844528299 0.35812458699485
[t=2] fb18 -0.88014111186412 -1.5925069186671
[t=2] fb19 -0.10060133326013 -1.3276197169683
[t=3] fb0 -0.36892233856896 -1.7188466637086
[t=3] fb1 -1.0699596798793 0.14788854595082
[t=3] fb2 1.131178450542 1.3316050613796
[t=3] fb3 1.0135286901023 -0.26043795935316
[t=3] fb4 -1.7655924459814 1.0975466954961
[t=3] fb5 0.70107530637588 -0.45530525088763
[t=3] fb6 -1.5744430977521 -0.41608791734297
[t=3] fb7 -0.93521655951243 -0.18518920607064
[t=3] fb8 0.32253629778076 -1.3655797072171
[t=3] fb9 0.70659570234269 0.59238445716471
[t=3] fb10 -0.49213461649456 -0.68156988893602
[t=3] fb11 0.58628076133162 -0.15232645149808
[t=3] fb12 0.42030042429792 -0.81347942409498
[t=3] fb13 0.052063381934704 1.6242554310031
[t=3] fb14 -0.22041560510863 0.22834309812661
[t=3] fb15 0.67753128464877 -1.3859943261674
[t=3] fb16 1.6056391583963 -0.40811141017712
[t=3] fb17 -0.84249232085515 0.34163840699558
[t=3] fb18 -0.92783561119704 -1.5774990962607
[t=3] fb19 -0.13006397147276 -1.3680171543815
[t=4] fb0 -0.34905453295248 -1.7647298883118
[t=4] fb1 -1.0330978176202 0.18167024381802
[t=4] fb2 1.0919775214369 1.3626419290904
[t=4] fb3 0.96352961766706 -0.2607425174243
[t=4] fb4 -1.7837832416587 1.0896737044181
[t=4] fb5 0.75015583280007 -0.46484998377672
[t=4] fb6 -1.5963593020242 -0.46102876724931
[t=4] fb7 -0.9787098287032 -0.16052474712463
[t=4] fb8 0.36876825373425 -1.3846219300053
[t=4] fb9 0.73100049181427 0.63602396049423
[t=4] fb10 -0.52804153867573 -0.64677487579512
[t=4] fb11 0.60908053263426 -0.19682555742783
[t=4] fb12 0.37070050727006 -0.81979196960601
[t=4] fb13 0.046502163381175 1.673945197034
[t=4] fb14 -0.24630127846912 0.27112080160253
[t=4] fb15 0.65815389638324 -1.3399018449584
[t=4] fb16 1.6293457202324 -0.36408870097026
[t=4] fb17 -0.8896961964273 0.3251522269963
[t=4] fb18 -0.97553011052996 -1.5624912738543
[t=4] fb19 -0.15952660968539 -1.4084145917946
[t=5] fb0 -0.329186727336 -1.8106131129149
[t=5] fb1 -1.0206660319209 0.19419434323475
[t=5] fb2 1.0527765923318 1.3936787968012
[t=5] fb3 0.91353054523185 -0.26104707549544
[t=5] fb4 -1.789911937998 1.0853802359464
[t=5] fb5 0.79923635922427 -0.47439471666581
[t=5] fb6 -1.6182755062963 -0.50596961715564
[t=5] fb7 -1.022203097894 -0.13586028817862
[t=5] fb8 0.41500020968775 -1.4036641527935
[t=5] fb9 0.75540528128585 0.67966346382376
[t=5] fb10 -0.56394846085691 -0.61197986265423
[t=5] fb11 0.6318803039369 -0.24132466335758
[t=5] fb12 0.32110059024219 -0.82610451511703
[t=5] fb13 0.040940944827646 1.7236349630648
[t=5] fb14 -0.27218695182961 0.31389850507846
[t=5] fb15 0.63877650811772 -1.2938093637493
[t=5] fb16 1.6530522820684 -0.3200659917634
[t=5] fb17 -0.90622785171748 0.31948456506608
[t=5] fb18 -1.0232246098629 -1.5474834514479
[t=5] fb19 -0.18898924789802 -1.4488120292078
[t=6] fb0 -0.32131056148517 -1.828802534219
[t=6] fb1 -1.0213279205081 0.195402888239
[t=6] fb2 1.0135756632268 1.4247156645121
[t=6] fb3 0.89370948424056 -0.26116781101731
[t=6] fb4 -1.7947991734637 1.0797189491867
[t=6] fb5 0.81869328233017 -0.4781785215151
[t=6] fb6 -1.6401917105684 -0.55091046706198
[t=6] fb7 -1.0656963670847 -0.11119582923262
[t=6] fb8 0.42408148730363 -1.4074045896406
[t=6] fb9 0.77981007075743 0.72330296715329
[t=6] fb10 -0.59985538303808 -0.57718484951333
[t=6] fb11 0.65468007523954 -0.28582376928734
[t=6] fb12 0.27150067321432 -0.83241706062806
[t=6] fb13 0.035379726274117 1.7733247290956
[t=6] fb14 -0.29807262519009 0.35667620855438
[t=6] fb15 0.63109475771804 -1.2755369871474
[t=6] fb16 1.6767588439045 -0.27604328255653
[t=6] fb17 -0.90712755570206 0.32091044544807
[t=6] fb18 -1.0709191091958 -1.5324756290415
[t=6] fb19 -0.21845188611065 -1.489209466621
[t=7] fb0 -0.31701602341961 -1.8349304811133
